time,Volume,LastPrice,TotalBidQty,WeightedAvgBidPx,TotalOfferQty,WeightedAvgOfferPx,AskPrice1,AskVolume1,BidPrice1,BidVolume1,AskPrice2,AskVolume2,BidPrice2,BidVolume2,LogReturn
2024-04-30 09:30:01,-2.964323470148129,1.5627922378614159,-0.4611168821097862,3.236418970088613,-4.41083498002044,5.510437836389365,1.3870148526416657,-1.2134101327912274,1.3922776072332863,-0.22458837626314113,1.3866622244254925,-1.5649516931823289,1.3927087411591217,-1.7853608421237832,-0.005414198390872649
2024-04-30 09:30:04,-2.952853089832984,1.9639089122458375,0.13189625771714017,3.536634322367928,-4.3431997483717,5.265693122137591,1.7986950825863748,-1.04593277122045,1.8038145583156664,-0.1876437422105351,1.7982774568108508,-1.177114720681481,1.8043336257930278,-1.289862711682301,-0.004333701257118516
2024-04-30 09:30:07,-2.942333621875571,1.5627922378614159,-3.3081114631354716,0.5945238700300828,-4.227462115459084,4.816994479342514,1.7986950825863748,-1.1174764984934036,1.8038145583156664,0.10654501043058695,1.7982774568108508,-1.1332603633668974,1.8043336257930278,-1.1355059642411063,-0.005414198390872649
2024-04-30 09:30:10,-2.934349920205444,1.9639089122458375,-2.8863204270613902,0.8947392223095049,-4.126374105335116,4.490668193673434,2.210375312531084,-0.3955352505572368,2.215351509398047,-1.040106964979926,2.2098926891962094,-0.09034892847945812,2.215958510426934,-0.8540318953777513,-0.005414198390872649
2024-04-30 09:30:13,-2.9244643938198527,1.9639089122458375,-1.8718959010578389,1.3150407155006105,-3.9783062704061734,3.919597193752433,1.7986950825863748,-1.245930008824388,1.8038145583156664,-0.4503611399179557,1.7982774568108508,-1.171632926017158,1.8043336257930278,-1.138100195290538,-0.005414198390872649
2024-04-30 09:30:16,-2.9114884022716314,1.9639089122458375,-1.2078882304065621,1.8554283496035062,-3.8031843428177337,3.715643265209276,1.7986950825863748,-1.138614417914958,1.8038145583156664,0.31863457628814007,1.7982774568108508,-1.171632926017158,1.8043336257930278,-1.1264261555680948,-0.004333701257118516
2024-04-30 09:30:19,-2.901860414649592,1.5627922378614159,-1.0795665650662927,1.7953852791475577,-3.722246580131025,3.511689336666046,1.7986950825863748,-1.2036541699812793,1.8038145583156664,0.2283254708262142,1.7982774568108508,-1.166151131352835,1.8043336257930278,-1.1588540436859929,-0.004333701257118516
2024-04-30 09:30:22,-2.894867246685436,1.5627922378614159,-1.4201125230847005,1.3750837859564522,-3.6788589999945303,3.2669446224141994,1.7986950825863748,-1.089834603865217,1.8038145583156664,-0.5584584025163215,1.7982774568108508,-1.1250376713704129,1.8043336257930278,-1.6180329394354291,-0.005414198390872649
2024-04-30 09:30:25,-2.8868439236670707,1.9639089122458375,-1.2572427170758966,1.555212997324084,-3.668587425395593,3.185363050996965,2.210375312531084,-0.23130987658977548,2.215351509398047,-0.7294983749820901,2.2098926891962094,0.5976163018930709,2.215958510426934,-1.3443415637203697,-0.004333701257118516
2024-04-30 09:30:28,-2.8711934911127273,1.5627922378614159,-1.5195807962182821,1.2549976450447686,-3.653937802606945,3.226153836705582,1.7986950825863748,-1.2751978972542326,1.8038145583156664,-1.0455802440988304,1.7982774568108508,-0.975658766767613,1.8043336257930278,-1.5998733220894064,-0.004333701257118516
2024-04-30 09:30:31,-2.8655276383145725,1.5627922378614159,-1.569314932785073,1.1949545745888204,-3.6254804893738233,3.0629906938710416,1.3870148526416657,-0.9158532670878073,1.3922776072332863,-0.8225441200034682,1.3866622244254925,-1.7211828411155328,1.3927087411591217,0.8231384780799359,-0.0032520353863771945
2024-04-30 09:30:34,-2.8606740231553145,1.161675563476994,-1.5548882366817292,1.1949545745888204,-3.6163314912337863,3.0221999081623525,0.9753346226969568,-1.3044657856840773,0.980740656150906,2.02082438226747,0.9750469920401343,-1.617028742493397,0.9810838565252157,0.3587711202316359,-0.004333701257118516
2024-04-30 09:30:37,-2.854493092830055,1.5627922378614159,-1.5457766391427752,1.1949545745888204,-3.6116727989293502,3.0221999081623525,1.3870148526416657,-1.1776382691547507,1.3922776072332863,-1.0373703254204736,1.3866622244254925,-1.7006261111243217,1.3927087411591217,1.0656990812018134,-0.003248513955831367
2024-04-30 09:30:40,-2.847321628798824,1.5627922378614159,-1.4573182130354294,1.2549976450447686,-3.594104477347561,3.0221999081623525,1.7986950825863748,-1.000404944774025,1.8038145583156664,-0.9744276155530708,1.7982774568108508,-0.8153162728361669,1.3927087411591217,0.9736038789469829,-0.004329011089585499
2024-04-30 09:30:43,-2.842844416447835,1.9639089122458375,-1.4892088044217686,1.2549976450447686,-3.58938965622018,3.0221999081623525,1.7986950825863748,-0.948373143120968,1.8038145583156664,-0.8854868298708711,1.7982774568108508,-0.8646524248150734,1.8043336257930278,-1.7853608421237832,-0.0065005646030935615
2024-04-30 09:30:46,-2.8364851900555004,1.9639089122458375,-1.4258072715465466,1.3150407155006105,-3.5781077628082327,3.0221999081623525,1.7986950825863748,-1.0686966844436625,1.8038145583156664,-0.6583457464363304,1.7982774568108508,-0.8399843488256202,1.8043336257930278,-1.7659041092530443,-0.0032520353863771945
2024-04-30 09:30:49,-2.825609129963938,1.161675563476994,-1.5309702931419746,1.0148253632211883,-3.570698758179491,2.940618336745118,0.9753346226969568,-0.9678850687408644,0.980740656150906,1.6376948439441479,1.3866622244254925,-1.590990217837863,0.9810838565252157,0.3678509289046473,-0.0032520353863771945
